"id","median_house_value","median_income","housing_median_age","total_rooms","total_bedrooms","population","households","latitude","longitude"
2491,11.2463523557287,2.25,24,943,209,514,156,36.65,-120.31
2493,11.4142094920311,2.3026,25,948,198,613,171,36.59,-120.18
2494,10.9543091773679,2.293,29,1479,338,1408,322,36.61,-120.19
2495,10.9733573723386,1.5536,25,875,214,931,214,36.6,-120.19
2496,10.9331069697173,2.4786,14,1508,347,1679,345,36.49,-120.22
2498,11.6307085006266,2.5,18,819,198,996,198,36.72,-120.67
2499,10.5661755256114,1.9417,20,1193,263,1274,241,36.55,-120.51
2500,10.9187182322652,1.7184,11,1947,488,2104,486,36.78,-120.39
2501,11.0020998412042,1.9056,25,1689,495,1745,457,36.75,-120.38
2503,10.902279505922,1.4038,12,932,244,1043,243,36.76,-120.38
2504,11.0508900053737,1.3386,20,1287,310,954,269,36.87,-120.46
2505,11.0974100210086,2.3523,34,673,173,539,182,36.86,-120.45
2509,11.2172112208212,2.3295,42,1766,344,1084,323,36.97,-120.55
2510,10.9150884642146,2.2083,18,902,195,771,174,36.84,-120.69
2511,11.1198828768606,4.125,46,55,11,26,5,36.51,-119.55
2512,11.9984332807519,4.625,36,49,7,28,2,36.51,-119.54
2513,11.0619398415603,2.0192,18,2603,576,1616,588,39.75,-122.2
2514,11.1198828768606,1.6948,30,4157,834,1885,774,39.75,-122.18
2515,11.3504065354725,3.0469,20,707,126,337,125,39.74,-122.16
2516,11.0913309749322,2.3507,39,4179,814,2111,809,39.74,-122.19
2519,11.4542364686215,2.2569,20,1401,280,668,250,39.74,-122.13
2520,11.3551013797767,3.35,23,1658,307,836,297,39.7,-122.18
2522,9.61573881119536,1.6607,16,255,73,85,38,39.71,-122.74
2524,11.3793940723457,3.6429,33,419,77,190,67,39.65,-122.14
2525,11.3095845409522,3.25,28,1471,259,673,246,39.55,-122.18
2528,11.1704351560235,2.3566,22,3265,658,1647,594,39.53,-122.2
2530,11.1109542461163,2.1,17,1201,268,555,277,39.51,-122.22
2531,11.0572191404253,2.0625,39,2551,482,1181,437,39.52,-122.2
2532,11.1519555967486,2.8333,37,2358,413,1060,424,39.51,-122.2
2533,10.8780471925343,2.1705,23,462,97,261,90,39.5,-122.19
2535,11.4647850896423,2.8466,34,2051,342,958,322,39.6,-122.05
2537,11.1633679888004,1.832,39,844,161,535,165,39.45,-121.94
2538,10.9801950058162,2.1746,20,2332,518,1856,495,39.74,-122.01
2539,11.0020998412042,0.957,52,661,316,392,244,40.8,-124.17
2540,11.2960124634067,1.7308,52,2416,618,1150,571,40.8,-124.16
2541,11.2502611554937,1.7778,52,1264,277,591,284,40.79,-124.16
2542,11.2318879352371,1.585,52,1606,419,891,367,40.8,-124.17
2543,11.0429218357245,1.8529,52,1557,344,758,319,40.8,-124.17
2544,11.4371237515539,2.2566,52,2148,421,975,430,40.79,-124.16
2545,11.3551013797767,2.5417,50,2285,403,837,353,40.78,-124.16
2548,11.1633679888004,1.745,39,1836,352,883,337,40.79,-124.18
2549,11.0759696897707,1.4668,40,1398,311,788,279,40.79,-124.18
2550,11.1633679888004,1.9688,43,2285,479,1169,482,40.79,-124.17
2551,11.3144745262464,2.9038,43,2241,446,932,395,40.78,-124.16
2553,11.3059012955359,2.2227,30,1895,366,990,359,40.77,-124.17
2554,11.1591035900139,2.5536,37,1453,293,867,310,40.78,-124.18
2555,11.1871953248809,2.5096,33,1076,222,656,236,40.78,-124.18
2556,11.1124478983731,2.1607,34,1592,364,950,317,40.78,-124.18
2557,11.662207167686,4.8516,13,2171,339,951,353,40.75,-124.17
2561,11.1927202008129,2.5,32,1373,312,872,306,40.8,-124.14
2562,11.2131708112842,1.755,47,1486,335,765,329,40.8,-124.15
2563,11.2212353711209,1.6111,52,2167,480,908,451,40.8,-124.16
2566,11.5540674083014,3.1711,41,2127,358,911,349,40.78,-124.15
2567,11.3120325225908,3.8,46,1975,346,791,349,40.78,-124.16
2571,11.5089174435727,2.9143,27,3046,605,1407,571,40.77,-124.14
2572,11.5189075366478,3.375,24,2858,511,1388,512,40.76,-124.15
2573,11.4075649493124,3.3984,36,2112,374,829,368,40.78,-124.15
2574,11.4731445949584,2.5536,23,959,212,425,175,40.81,-124.11
2575,11.3725133112535,2.1101,34,2142,420,1056,382,40.78,-124.13
2576,11.3034382401035,2.2478,31,2152,462,1259,420,40.8,-124.13
2578,11.4382019187743,3.5833,32,2017,359,855,346,40.79,-124.13
2582,11.9183905730784,1.1157,18,1287,484,805,502,40.86,-124.08
2583,11.2252433925184,1.1742,25,1322,387,794,379,40.86,-124.09
2585,11.504893293273,2.2138,47,1765,326,796,333,40.87,-124.07
2586,11.5238654050086,1.1479,29,1710,469,990,425,40.87,-124.08
2587,11.5693057984063,2.2188,50,921,187,420,187,40.88,-124.09
2588,11.9388465816458,0.7684,31,334,134,780,130,40.87,-124.07
2589,10.9595402267854,1.725,33,2235,506,1165,441,40.88,-124.15
2590,11.3034382401035,2.0657,35,2987,578,1581,585,40.88,-124.1
2591,11.2131708112842,1.5326,31,1982,495,1052,467,40.88,-124.09
2592,11.3156932954405,2.4321,26,2683,555,1353,526,40.88,-124.09
2593,11.4360444206343,2.7321,18,4032,798,1948,775,40.9,-124.1
2595,11.8458198802436,2.5667,12,2087,424,1603,438,40.88,-124.06
2596,11.8204101647182,3.0469,25,2395,431,983,375,40.66,-123.74
2598,11.2872787834379,2.0644,24,2386,565,1058,414,41.03,-123.76
2599,10.5105320340427,1.0486,31,938,238,425,157,41.32,-123.85
2600,10.8197782844103,1.8208,19,1970,431,1166,363,41.09,-123.72
2601,10.9886768208721,1.4911,19,1797,384,1033,327,41.11,-123.63
2603,11.3361882864702,2.1542,17,1564,345,517,222,41.01,-123.52
2605,11.6902344799406,2.4708,22,3263,799,1384,578,41.13,-124.06
2606,11.8733932071477,3.0208,32,1020,215,421,198,41.06,-124.14
2608,11.5395673959167,3.538,21,1513,319,943,301,40.97,-124.01
2609,11.500852883736,2.9485,29,1429,268,672,266,40.92,-124
2611,11.3409502002304,2.6923,41,1719,372,844,336,40.88,-123.98
2614,11.6199845372636,2.6847,18,3297,662,1554,578,40.99,-124.08
2616,11.3108092808481,2.96,19,1734,365,866,342,40.95,-124.11
2617,11.5089174435727,2.5893,18,2250,484,1248,472,40.95,-124.09
2618,11.206400304717,3.5076,25,2392,474,1298,461,40.93,-124.11
2619,11.4097847060507,2.7639,17,1661,329,948,357,40.93,-124.11
2620,11.1576780730227,2.3147,18,1550,345,941,335,40.94,-124.08
2621,11.7511546537025,2.8182,12,2497,491,1153,462,40.92,-124.09
2623,11.2695792063385,1.8993,17,1485,345,823,316,40.95,-124.1
2624,11.6927438915461,2.9911,23,2103,411,1019,387,40.81,-124.07
2625,11.6944133410156,3.8095,28,3513,634,1658,598,40.72,-124.02
2626,11.6244668397031,3.9659,33,644,129,334,121,40.73,-124.1
2627,11.7667921889273,4.0357,17,2026,338,873,313,40.74,-124.17
2630,11.4086754435964,3.5363,21,5694,1056,2907,972,40.73,-124.19
2631,10.96992094284,1.6528,32,1218,331,620,268,40.75,-124.21
2632,11.2772031314492,2.5179,36,2349,528,1194,465,40.69,-124.27
2633,11.580584113444,3.0536,35,952,178,480,179,40.62,-124.18
2635,11.4306302222434,2.5804,43,2131,399,910,389,40.62,-124.13
2636,11.3515823145615,2.4519,39,1322,283,642,292,40.6,-124.16
2637,11.2847693718325,2.0938,39,1186,238,539,212,40.59,-124.15
2638,11.7605664878848,4.025,27,1148,206,521,219,40.6,-124.14
2639,11.1094583595247,1.5625,22,1665,405,826,382,40.59,-124.14
2645,11.4349639235005,2.6987,25,1899,357,891,355,40.58,-124.14
2646,11.2265758377522,2.1354,29,2864,600,1314,562,40.57,-124.14
2647,11.2131708112842,2.4896,33,1348,234,573,236,40.57,-124.11
2649,11.1885794081469,2.2357,30,1927,393,996,374,40.5,-124.1
2650,10.9595402267854,1.7574,42,2380,553,1300,504,40.5,-124.1
2651,11.1633679888004,2.3947,38,2220,426,1041,401,40.44,-124.09
2652,10.9150884642146,3.5345,52,1196,236,965,265,40.47,-124.1
2654,11.6208826064753,2.3571,52,2217,394,907,369,40.58,-124.26
2656,11.45741275504,3.0147,52,1820,300,806,270,40.54,-124.35
2657,11.2398035438498,1.9417,32,1430,419,434,187,40.28,-124.25
2659,11.1662008518847,1.319,16,2088,535,816,326,40.22,-124
2660,11.2118203721863,2.0962,28,2809,605,1093,438,40.28,-123.84
2662,11.2489599191358,1.2227,19,2283,634,1184,453,40.16,-123.82
2664,11.527814077464,1.9625,35,2052,477,900,402,40.11,-123.75
2665,11.5317472192108,2.1864,17,2019,496,899,347,40.05,-123.78
2668,10.751499443657,2.101,21,1024,218,890,232,33.12,-115.51
2670,10.6759079139906,1.6552,32,1995,523,1069,410,33.24,-115.51
2671,11.1913418408428,2.4511,37,709,187,390,142,33.2,-115.6
2672,11.3793940723457,2.9,27,452,103,258,61,33.09,-115.73
2673,11.0219024685004,2.0463,17,1009,231,745,217,33.04,-115.62
2674,11.0348896640272,2.2969,20,1121,244,766,230,33.04,-115.62
2675,11.4262776582446,3.3472,31,314,61,152,56,33.04,-115.6
2676,11.588032937457,3.4038,29,1141,220,684,194,32.99,-115.41
2677,11.6395581159036,3.1979,17,841,146,473,154,32.96,-115.59
2678,10.9784899755651,1.4583,32,1615,382,1307,345,32.98,-115.52
2682,11.1476421464949,1.5372,23,1459,373,1148,388,32.99,-115.54
2683,11.0120501720574,1.9464,27,1513,395,1121,381,32.98,-115.54
2684,11.47210347045,4.3523,17,1697,268,911,254,32.99,-115.54
2687,11.1662008518847,2.4063,35,1583,340,933,318,32.97,-115.53
2688,11.870599909242,5.4349,33,2266,365,952,360,32.98,-115.55
2689,11.5824515276188,3.8177,21,2164,480,1164,421,32.96,-115.56
2691,11.1034523354645,1.975,24,1617,366,1416,401,32.97,-115.52
2692,11.1198828768606,1.9911,10,1879,387,1376,337,32.97,-115.52
2693,11.5129254649702,3.6528,34,591,139,327,89,32.82,-115.32
2695,11.6421978006744,3.3182,19,1087,171,649,173,32.86,-115.4
2697,11.3009691030466,1.9375,14,1276,270,867,261,32.82,-115.37
2699,11.0943751173134,1.9939,38,1892,394,1175,374,32.82,-115.38
2702,11.0397167047755,3.2396,33,1365,269,825,250,32.85,-115.57
2704,11.0202671451597,1.9531,29,1207,301,804,288,32.84,-115.57
2705,11.1198828768606,3.5282,31,1494,289,959,284,32.83,-115.57
2706,11.4164145645894,4.875,20,1608,274,862,248,32.85,-115.59
2708,11.5405406320032,3.3583,19,541,104,457,106,32.87,-115.49
2709,11.7360690162844,3.1667,23,1228,235,569,235,32.8,-115.64
2710,10.9187182322652,2.1792,18,1564,340,1161,343,32.79,-115.69
2711,11.4489201349943,2.2083,44,472,81,206,57,32.8,-115.73
2712,11.3793940723457,2.0938,16,348,99,123,54,32.75,-115.72
2714,11.4752235977862,4.475,5,805,143,458,143,32.81,-115.58
2715,11.1198828768606,2.5664,34,1540,316,1013,274,32.82,-115.55
2716,11.3793940723457,3.6597,10,1088,203,533,201,32.81,-115.58
2717,11.1548209282219,1.7188,17,1492,426,1595,428,32.8,-115.57
2719,11.4489201349943,1.875,16,2276,594,1184,513,32.8,-115.57
2720,11.390757830996,2.6172,21,1260,246,805,239,32.8,-115.48
2721,11.2797315778025,2.2417,18,1715,337,1166,333,32.77,-115.52
2722,11.0219024685004,1.735,14,1527,325,1453,332,32.73,-115.53
2723,11.0524760485293,2.3571,17,1190,275,1113,258,32.73,-115.52
2725,11.0186291431554,2.1136,23,666,142,580,160,32.8,-115.55
2727,10.9348910915108,1.6607,30,752,194,733,186,32.79,-115.54
2728,11.0087443839229,1.275,23,1712,403,1370,377,32.79,-115.54
2729,10.9954108530534,1.6351,23,1004,221,697,201,32.79,-115.55
2731,11.0650746403656,2.1979,25,1311,375,1193,351,32.8,-115.56
2733,11.1476421464949,1.3882,15,1171,328,1024,298,32.8,-115.56
2734,10.9733573723386,1.3373,18,1178,438,1377,429,32.79,-115.56
2735,11.2411167416747,3.2083,34,2856,555,1627,522,32.78,-115.56
2736,11.0429218357245,1.1707,20,2372,835,2283,767,32.79,-115.56
2741,11.2411167416747,3.1597,29,1568,283,848,245,32.78,-115.56
2742,11.3421371439899,2.8025,5,2652,606,1767,536,32.78,-115.55
2743,11.6091443227108,5.7843,5,2494,414,1416,421,32.78,-115.58
2747,11.3667429547921,4.0375,29,2321,367,1173,360,32.78,-115.57
2748,11.4845259904485,6.2715,20,1534,235,871,222,32.78,-115.57
2749,11.3793940723457,4.3021,15,1413,279,803,277,32.78,-115.57
2750,11.8515382660906,4.4821,15,1278,217,653,185,32.76,-115.56
2751,11.4552963521336,2.5769,30,935,177,649,148,32.69,-115.59
2753,11.470017963959,1.6838,19,583,113,531,134,32.7,-115.4
2754,11.1576780730227,1.375,25,2322,573,2185,602,32.67,-115.49
2755,11.1995836457379,1.4828,24,1266,275,1083,298,32.67,-115.49
2757,11.3896272486257,1.5931,18,3631,913,3565,924,32.68,-115.5
2758,11.2318879352371,2.1776,35,2159,492,1694,475,32.67,-115.5
2760,11.1940966635216,2.625,11,2872,610,2644,581,32.68,-115.51
2761,11.1228414589004,2.0625,6,2804,581,2807,594,32.67,-115.52
2762,11.3059012955359,1.7292,17,290,94,135,57,33.33,-116.05
2763,10.8454460311589,1.2639,16,245,57,81,33,33.19,-116
2764,10.3889953683178,4.0208,15,208,49,51,20,32.93,-115.88
2766,10.9595402267854,1.5417,18,414,86,98,54,32.69,-115.9
2767,11.0477103524563,2.8684,20,1996,515,659,295,33.41,-116.01
2768,10.902279505922,2.0109,15,1945,536,515,273,33.4,-115.99
2770,10.8930287461499,1.4688,8,240,46,63,24,33.32,-115.98
2771,11.1198828768606,0.922,15,459,95,160,73,33.36,-115.91
2773,10.904119432844,1.125,27,322,81,112,57,33.3,-115.96
2775,10.7684849900227,5.3374,2,96,18,30,16,33.26,-115.8
2776,10.9886768208721,0.8964,24,796,243,227,139,33.43,-114.73
2777,10.9595402267854,3.1607,18,1183,363,374,127,33.07,-114.98
2778,10.8197782844103,1.7727,19,749,238,476,169,33.36,-115.73
2782,10.7144177687525,0.8585,15,1448,378,949,300,32.76,-114.63
2783,10.6919449129004,1.2049,17,1388,386,775,320,32.74,-114.66
2784,11.5926604329891,2.1212,16,3806,794,1501,714,37.35,-118.18
2785,11.8600549960654,4.1576,19,2460,405,1225,425,37.4,-118.43
2787,11.6851966859107,3.0817,20,1468,283,721,270,37.25,-118.45
2788,11.8472525452451,4.337,26,3135,524,1385,523,37.37,-118.45
2789,12.1029318866107,4.375,21,3302,557,1413,520,37.35,-118.42
2790,10.904119432844,1.7388,18,2281,520,1425,465,37.36,-118.42
2794,11.4563551134818,2.75,22,3480,673,1541,636,37.17,-118.3
2795,11.8313791960888,1.7292,19,99,26,51,22,36.95,-117.9
2796,11.2972539284947,2.325,35,2563,530,861,371,36.94,-118.31
2798,11.5588543968586,2.2574,23,2311,487,1019,384,36.63,-118.18
2799,10.725467604939,1.7868,25,1709,439,632,292,36.13,-117.69
2800,9.61573881119536,2.1,19,619,239,490,164,36.4,-117.02
2801,10.4012279367535,1.1471,14,1372,386,436,213,36,-116.22
2803,11.0413205543575,2.5703,45,1628,352,754,334,35.42,-119.03
2804,11.1257913135468,2.6094,38,2952,598,1491,568,35.42,-119.03
2806,11.2515607008358,3.0268,5,2133,487,1182,438,35.44,-119.05
2808,11.1662008518847,3.1736,39,2033,370,956,379,35.43,-119.02
2809,11.1154285265112,2.2727,40,1089,226,520,218,35.42,-119.02
2811,10.8704713987258,1.4598,40,1912,439,1015,413,35.42,-119.02
2812,10.907789161733,1.6286,42,1705,418,905,393,35.42,-119.03
2813,10.902279505922,1.7857,41,1808,435,1005,373,35.41,-119.03
2817,11.1124478983731,2.0575,21,2534,554,1297,517,35.41,-119.02
2818,10.857074069154,1.97,41,2221,516,1106,473,35.41,-119.02
2819,10.8818136753297,2.0331,37,1761,443,911,365,35.41,-119.03
2820,11.1476421464949,3.0625,25,1577,310,844,309,35.41,-119.04
2821,10.8473934514433,1.3222,31,2348,701,1413,611,35.41,-119.02
2824,11.7905572015685,5.5261,10,4159,608,2089,591,35.42,-119.08
2827,12.2060726455302,10.0263,52,154,28,37,16,35.42,-119.11
2828,12.3779229024568,4.8571,28,254,35,118,37,35.43,-119.09
2829,11.7472067606949,3.8611,18,1894,319,846,317,35.4,-119.05
2830,11.7920712063997,5.575,10,6435,1040,3242,1030,35.39,-119.08
2831,10.7054891380082,1.7109,11,8739,2190,4781,1919,35.4,-119.01
2832,10.9920495053507,1.8289,29,1820,459,1134,419,35.39,-119.01
2833,10.8317068552756,1.4427,36,790,224,426,208,35.38,-119.01
2834,11.0020998412042,1.3527,30,227,75,169,101,35.39,-119.02
2835,11.4119995463803,4.0208,43,2225,392,890,374,35.4,-118.99
2836,11.3456895455943,3.5714,48,1908,331,789,321,35.4,-118.99
2837,11.4499856651964,4.3906,44,2250,378,928,379,35.4,-119
2838,11.2822536472352,3.7708,42,2839,516,1203,487,35.39,-119
2840,11.3562716549249,3.996,36,1896,315,937,303,35.41,-118.97
2842,11.1533892887505,2.8393,34,813,171,440,170,35.4,-118.98
2843,11.1995836457379,2.9821,36,1443,273,680,259,35.4,-118.98
2845,11.4563551134818,3.875,36,1482,266,640,274,35.41,-118.98
2847,11.3748121628406,2.947,29,3548,729,1542,659,35.41,-118.96
2848,11.5297825820367,3.6875,23,4483,894,2136,883,35.4,-118.95
2849,11.3975146134589,3.5524,27,2473,400,1271,427,35.4,-118.96
2850,11.2772031314492,3.1297,23,5624,1148,2842,1042,35.39,-118.96
2851,11.4392789248019,3.6734,34,2047,347,888,352,35.38,-118.96
2852,11.4637352207795,3.5938,35,2220,388,906,373,35.38,-118.95
2854,11.3736633976367,3.7533,26,4800,831,2365,743,35.38,-118.94
2855,11.3277999808435,3.725,30,2594,478,1419,480,35.38,-118.95
2858,11.557898830613,4.2214,14,5548,941,2815,935,35.4,-118.94
2860,12.1761287691571,7.7751,13,3137,417,1318,397,35.39,-118.94
2862,11.870599909242,6.3639,10,3216,526,1539,483,35.41,-118.94
2864,11.3736633976367,3.5441,14,2458,433,1352,411,35.37,-118.87
2865,11.1213632620311,3.3462,32,4121,755,2590,721,35.37,-118.91
2867,11.2345334394255,2.4919,17,3589,701,1746,640,35.37,-118.92
2868,11.0477103524563,2.6903,34,2412,446,1558,421,35.37,-118.93
2869,10.961277846684,2.0643,33,3372,741,2352,704,35.37,-118.94
2873,10.9223348727354,1.6728,37,1475,327,946,295,35.37,-118.95
2874,10.8666618703091,1.7467,41,1463,339,1066,318,35.37,-118.96
2875,10.902279505922,1.365,40,1603,374,1026,337,35.37,-118.96
2876,10.9937315915337,2.774,38,2121,433,1547,441,35.39,-118.97
2879,10.77895628989,0.9951,42,1185,358,1038,299,35.38,-118.97
2880,10.9681982895286,1.8819,41,2396,602,1781,543,35.37,-118.97
2881,10.9595402267854,1.375,35,1673,426,1041,413,35.38,-118.97
2882,10.8395809117065,1.4024,26,1317,374,1025,304,35.38,-118.99
2884,10.8016143137826,1.4146,22,1812,457,1592,420,35.39,-118.98
2885,10.9114454729361,1.4786,24,1807,465,1460,410,35.38,-118.98
2886,10.8356516335666,1.625,34,1020,247,795,228,35.38,-118.98
2889,10.9223348727354,1.8319,36,1438,348,1054,341,35.39,-118.99
2892,10.7557729544344,1.2618,32,2620,682,2375,684,35.39,-118.98
2893,10.9241382997345,2.2212,41,303,78,216,80,35.37,-119
2894,10.9577995823077,1.4773,36,832,198,814,174,35.37,-118.99
2896,10.9664726635611,1.1638,35,825,179,670,181,35.37,-118.98
2897,10.6572593549125,1.4125,52,425,119,380,97,35.37,-118.97
2898,10.9595402267854,1.1944,44,434,110,274,86,35.38,-119.01
2899,11.1198828768606,1.075,52,114,26,158,26,35.38,-119.01
2900,10.7684849900227,1.9125,35,120,35,477,41,35.37,-119.01
2901,11.0974100210086,1.4779,44,593,136,364,121,35.37,-119.01
2902,11.0020998412042,0.8054,52,90,35,36,31,35.38,-119.02
2903,11.0635084693329,1.1875,48,346,92,129,63,35.38,-119.02
2905,11.343322680584,1.7321,45,629,143,568,139,35.37,-119.01
2909,11.3229748810118,2.875,44,1618,310,667,300,35.37,-119.04
2910,11.6843545805978,2.9821,28,4513,764,1593,763,35.39,-119.03
2911,11.1109542461163,1.8362,36,1942,414,1051,411,35.36,-119.04
2912,11.3468708806401,3.6548,30,4635,800,2307,754,35.36,-119.05
2914,11.6145791186967,4.6705,19,5254,894,2155,831,35.36,-119.07
2915,11.7231863904534,4.5791,12,6442,1116,2966,1092,35.36,-119.08
2916,11.4637352207795,4.3482,9,1228,234,409,212,35.36,-119.06
2917,11.1885794081469,2.6513,42,2508,483,1035,442,35.37,-119.03
2918,11.3059012955359,3.9097,41,1944,363,977,388,35.36,-119.03
2920,11.229235413788,2.1818,46,1637,338,714,297,35.37,-119.04
2921,11.0284171495216,1.7213,44,2687,620,1521,549,35.37,-119.02
2925,10.9647440546605,1.8801,38,1702,380,1191,366,35.37,-119.01
2926,11.0136989770476,1.6797,38,1838,388,1203,373,35.36,-119.01
2929,10.751499443657,1.2469,33,821,181,579,172,35.37,-119.01
2930,10.6828124293371,0.9407,40,850,227,764,186,35.36,-119
2932,10.7934343090707,1.4015,35,1164,277,992,284,35.35,-119
2933,10.7913788098886,1.7375,35,1021,280,1258,239,35.36,-119
2935,10.807705703176,1.6981,29,1244,266,933,227,35.36,-118.98
2937,10.7747809184795,1.1136,18,1524,354,1210,344,35.36,-118.99
2938,10.8056793600308,1.2232,31,1498,359,1168,340,35.36,-118.99
2939,11.2411167416747,3.1281,19,2714,512,1823,500,35.36,-118.94
2941,10.8855660249483,1.9612,32,1025,259,874,236,35.37,-118.96
2942,10.8967393255464,2.4848,35,2285,497,1738,480,35.36,-118.96
2944,10.751499443657,1.5743,31,1418,306,1219,312,35.36,-118.97
2945,11.2733984344055,3.2738,29,3480,608,2007,541,35.32,-118.95
2946,10.4103051549046,1.7614,21,496,131,511,124,35.35,-118.98
2947,10.8157702630127,1.6632,27,1615,355,1380,332,35.35,-118.99
2950,11.0365012679216,2.2155,31,2931,716,1969,588,35.35,-119
2952,10.9681982895286,2.1875,34,1354,325,922,304,35.35,-119.01
2953,11.0619398415603,3.0208,44,1730,343,782,278,35.34,-119.01
2954,11.0556406081323,1.983,42,1239,251,776,272,35.35,-119.02
2959,11.2077580781774,2.6875,34,1441,294,695,275,35.35,-119.03
2960,11.1982147201305,2.5644,31,1607,336,817,307,35.35,-119.04
2961,11.3504065354725,3.1753,27,4590,897,2212,894,35.35,-119.04
2962,11.1548209282219,2.575,20,9351,2139,4584,1953,35.35,-119.06
2963,12.0725412529057,2.6637,14,3580,984,1933,912,35.34,-119.05
2964,11.3759596098971,2.9438,18,12707,2685,7009,2552,35.33,-119.05
2966,11.3644254566518,2.4123,24,4119,865,1294,879,35.35,-119.07
2968,11.5463602410565,5.1036,4,8574,1489,4250,1444,35.33,-119.12
2969,11.7829526021833,4.0327,5,4597,1071,1916,870,35.35,-119.1
2970,12.4122734761141,10.5941,18,4070,512,1580,540,35.34,-119.08
2971,12.079942368386,7.1837,20,892,129,331,135,35.35,-119.08
2972,12.319847659789,8.5325,14,2113,256,842,265,35.35,-119.09
2973,11.6826682395573,5.4449,16,1535,238,768,236,35.34,-119.08
2975,12.0453168666508,6.759,4,6640,898,3121,902,35.33,-119.1
2976,11.57402056433,5.0012,8,11609,2141,5696,2100,35.32,-119.08
2978,11.1662008518847,3.569,15,3944,746,2355,757,35.32,-119.06
2979,11.5199010787067,3.406,13,9027,1901,4870,1797,35.33,-119.07
2980,11.3241833403734,3.8117,14,5264,1064,3278,1049,35.33,-119.06
2981,11.1760531483277,3.4286,34,2861,510,1375,486,35.34,-119.02
2982,11.3468708806401,2.1553,26,3691,826,2072,827,35.33,-119.02
2983,11.3468708806401,2.7083,21,3057,698,1627,680,35.33,-119.03
2984,11.1345890242503,3.0486,34,2221,436,1131,408,35.34,-119.03
2987,10.8930287461499,1.9417,35,991,221,620,207,35.33,-119
2988,11.0619398415603,2.4234,32,3068,628,1897,607,35.33,-119.01
2989,11.0943751173134,2.75,35,2053,412,1193,387,35.33,-119.02
2991,10.9937315915337,1.6575,35,1576,405,870,282,35.32,-118.99
2992,10.9366720358818,2.9402,33,2248,434,1461,405,35.3,-118.99
2994,11.6064158080576,3.6852,3,2821,519,1353,495,35.3,-119.09
2995,10.8197782844103,1.2,20,37,11,34,8,35.32,-119.04
2998,11.5149234676329,2.5575,12,2721,549,1294,523,35.32,-119.03
2999,11.3217649595091,3.3529,14,2927,588,1821,561,35.32,-119.02
3001,11.5415129218221,4.1484,10,829,146,447,173,35.3,-119.03
3002,11.3095845409522,3.6369,10,7397,1369,4611,1310,35.3,-119.02
3004,11.2225731639626,2.1006,19,7092,1517,4101,1436,35.31,-119.01
3005,11.3009691030466,3.9054,7,8596,1597,4893,1520,35.3,-119.01
3007,11.6801333839541,5.1457,5,6268,1003,3269,980,35.22,-119.13
3008,11.0821425488778,3.125,6,80,16,66,21,35.24,-119.01
3011,11.9183905730784,1.1528,32,444,102,242,87,35.27,-118.99
3012,11.6430761494353,3.5,24,806,168,323,136,34.82,-118.93
3014,11.7239964350502,3.1364,30,2817,604,1089,412,34.81,-118.95
3015,12.0340973807904,4.5724,6,8733,1600,2006,736,34.83,-119.15
3017,11.7621265506037,4.0332,8,508,111,229,84,34.82,-118.93
3018,10.8609202277415,2.9187,21,2213,458,1250,440,35.06,-119.4
3019,10.3089526606443,2.6389,45,973,183,500,177,35.07,-119.45
3020,11.1301998438316,4.15,26,890,172,483,170,35.19,-119.42
3021,10.9664726635611,3.0742,23,3827,696,1993,617,35.27,-119.5
3022,10.5320962119585,3.125,36,116,20,39,18,35.17,-119.48
3025,10.7320393701023,2.5313,30,2943,697,1565,584,35.14,-119.46
3027,11.230562553996,3.1592,33,5050,964,2293,919,35.15,-119.45
3029,10.1998815655899,2.1955,46,2745,543,1423,482,35.13,-119.46
3030,11.0635084693329,2.9952,44,4599,877,2140,831,35.13,-119.47
3031,11.1533892887505,1.9718,32,2167,421,1301,394,35.4,-119.47
3032,11.5588543968586,2.8452,24,2585,480,1442,424,35.4,-119.42
3034,11.395267421502,3.25,22,984,176,451,170,35.39,-119.11
3037,11.9659100890464,5.3119,6,7383,1095,3415,1059,35.37,-119.2
3038,11.7035458245789,4.4196,18,1521,269,706,279,35.38,-119.12
3039,11.3241833403734,2.9453,37,2044,394,894,359,35.38,-119.11
3041,11.6118654128251,2.1635,36,1253,259,932,249,35.5,-119.18
3042,10.5320962119585,2.2321,36,786,194,573,134,35.52,-119.28
3043,11.0882775374453,2.3533,39,2649,572,1815,547,35.49,-119.27
3044,11.2721269784173,4.2375,38,2536,409,1133,430,35.5,-119.26
3045,11.0202671451597,2.8269,34,1367,329,796,319,35.5,-119.27
3046,11.470017963959,3.2279,28,1089,179,544,190,35.51,-119.27
3047,11.0943751173134,2.4044,34,1923,379,1101,351,35.5,-119.28
3049,10.8609202277415,1.7105,21,2171,483,1315,450,35.5,-119.27
3050,11.0759696897707,2.2071,34,2304,437,1506,403,35.49,-119.38
3052,11.7360690162844,2.7,29,510,84,236,73,35.55,-119.36
3053,11.0540595801349,1.1903,13,1657,362,1186,376,35.58,-119.35
3054,11.1830315437091,2.3934,33,3240,654,1809,616,35.59,-119.34
3055,10.9852927228879,1.9362,33,2143,488,1732,509,35.6,-119.34
3056,11.0103986440189,1.4619,32,2703,683,2682,675,35.6,-119.33
3057,11.1816397550363,3.176,14,2719,502,1497,457,35.59,-119.35
3060,11.289781913656,2.6066,21,2403,483,1647,415,35.65,-119.77
3062,10.9987609399387,2.1295,15,3938,789,3500,768,35.76,-119.29
